file,course,source,start,end,text
30.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:34,1:06,so to form team one girls will be chosen from girls in how many ways in choose ways let me keep it aside now for team two again girls will be chosen but for team one girls have already been taken and we have minus which is so for team two we have girls remaining out
30.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:06,1:33,of them girls have to be chosen again this can be done in choose ways now for team three what will be the possibility we have plus girls already out out of the girls so we have girls remaining out of them girls have to be chosen and this can be done in choose
30.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:33,1:56,ways and the fourth team will have just girls remaining and they can be chosen in choose ways so for team one we have choose team two we have choose team we have choose and for team for we have choose and have want all these to happen so by the rule of product
30.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:56,2:37,we multiply all these and get choose into choose into choose into choose so in these many number of ways four teams can be formed let me calculate so this becomes factorial by factorial into factorial into factorial by factorial into factorial into factorial by factorial into factorial into factorial by factorial into factorial after
30.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:37,3:13,simplification what remains is factorial by factorial into factorial into factorial into factorial so in these many number of ways teams can be formed with girls in each team so this was an example now let me just write in terms of notations the number of ways to choose n objects from a given set of n objects and n objects from the remaining that is n minus n
30.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:13,3:43,objects n objects from the remaining that is n minus n minus n object please note i am again and again choosing from the remaining objects and this goes on and choosing nk minus objects from n minus n minus n and so on minus nk minus so in how many ways can we do this that will be
30.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:43,4:18,given by n choose n into n minus n choose n into n minus n minus n choose n product goes on into n minus n minus n this goes on up to nk minus choose nk let me repeat it if its not clear you can see it this way were choosing n objects from n n objects from what remains here
30.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:18,4:45,n objects from what remains here and so on up to nk now by simple calculation this comes out to be n factorial by n factorial into n factorial into so on and the product goes on up to nk factorial now this can be written as it can be denoted as n choose n n
30.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:45,5:18,n and so on up to nk what did i do just now i have chosen a particular number of objects from a given fixed number of objects n was fixed and i kept on choosing a particular number that is n n nk from this set n so what we are arriving at is called the famous multinomial theorem so
30.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,5:18,5:53,what i stated as n factorial by n factorial into n factorial up to nk factorial is called the coefficient of the term x power n into x power n into x power n so on up to xk power nk in the expansion of x plus x plus so on up to xk whole power n you have already seen binomial
30.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,5:53,6:24,bi means so when k is this turns out to be binomial theorem so this is the generalization of binomial theorem so what we have to keep in mind is that this term n factorial by n factorial into n factorial up to nk factorial will be the coefficient of x power n into x power n up
30.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,6:24,7:01,to xk power nk so what does this actually mean this means from this set of n objects x is chosen n times x is chosen from the set of n minus n objects n times x is chosen from the set of n minus n minus n n times and so on xk is chosen from the set of n minus n minus n up to minus
30.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,7:01,7:25,nk how many times nk times and this choosing can be done in n factorial by n factorial into n factorial so on up to nk factorial in these many ways and this is called the multinomial theorem
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:29,so that was a lot of learning on binomial theorem multinomial theorem and all the properties of binomial theorem let us now solve some problems on binomial theorem the first one expand a plus b whole to the this is quite a direct problem you just have to apply the formula here so let me do it now a plus b whole to the after applying the formula
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:29,1:03,will give me choose a to the b to the plus choose a to the into b plus choose a to the b square plus choose a cube b cube plus choose a square b to the plus choose a into b to the plus choose a to the b to the and after simplifying all
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:03,1:31,the combinations that is choose choose etcetera and simplifying we get a to the choose is and therefore we get a to the here plus choose is so it becomes into a to the b plus choose gives me into a to the b square plus choose is a cube
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:31,1:58,b cube plus choose is and hence ill write that as a square b plus choose is same as choose therefore it is a into b to the plus choose is so as you can see here the coefficients go on increasing and at the point they become the maximum and again decrease
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:58,2:21,so this was with a plus b whole to the now let us go on to the next question expand whole to the you might be thinking why am i even asking this question because its very simple to calculate this on a calculator but let us see the beauty of binomial theorem and use it
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:21,2:47,to expand whole to the four so whole to the four i can write it as plus whole to the four now it becomes very simple you can directly apply the formula here please do remember this is in the form plus x whole to the n so as i had told this becomes choose
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:47,3:30,to the plus choose to the plus choose plus choose into whole square plus choose into whole cube plus choose into whole to the four its all here and therefore i am skipping it im not telling it because in every term we have the powers of this gives me plus into plus choose gives me so into plus choose is same as
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:30,4:15,choose which is into cube is plus choose is into whole to the four gives me this number now after multiplication and simplification i will get this as so let me round off this to two decimal places and therefore i will get whole to the four as so you must be thinking it can be easily done on the calculator but did you see
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:15,4:41,the beautiful application of binomial theorem here it can be used for such approximations so the next question find the fourth term in the expansion of x cube by minus by x square whole to the nine so the term seems to be complicated but the problem is very simple so we
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:41,5:04,need to find the fourth term in this expansion so we have been asked to find a specific term and not all the terms so as you remember the rth term was given by n choose r minus a power n minus r plus b power r minus so what is r here r is and let me write the fourth term as t
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,5:04,5:37,i just denote it like that so t is equal to so n here is as you can see so choose r minus which gives me choose into a power what is n minus r plus n is and r is so we get a power b to the r minus is b cube now so what does a and b here a is x cube by and b is
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,5:37,6:07,by x square yes so let me substitute them and what do i get as the answer choose gives me factorial by factorial into factorial into x cube by whole to the into please note b is by x square into by x square whole cube so after simplifying choose ill get it as
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,6:07,6:36,into x to the by into minus by x to the i have just multiplied the powers here so this gives me after simplification minus by x cube you can do the calculation yourself so the answer is the fourth term in the expansion of this gives me minus by x cube
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,6:36,6:58,i hope it was clear if it is not please pause the video here and there and watch it again now the next question determine if the expansion of x square minus by x whole to the will contain a term containing x to the the question is not difficult let me
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,6:58,7:22,just explain so the expansion of x square minus by x whole to the we have to find out if in the expansion of this there is a term containing x to the so it is very similar to the previous problem so what is tr tr as we know this is the formula now let me apply the formula for this
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,7:22,7:48,so how can i get how will i find out if there is a term containing x to the so what i mean here is tr must have x to the somewhere right so how will i get x to the okay let me apply the formula first n is what n is r we dont know so let us keep it as it is
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,7:48,8:24,choose r minus into a will be x square so it is x square to the power minus r plus into b is by x so it is by x whole to power r minus now simplifying this choose r minus into x to the minus r into minus to the power r minus by x power r minus as you can see this
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,8:24,8:52,is in the form x power m by x power n and i can write it as x power m minus n ill simplify this it becomes choose r minus x to the power minus r into minus power r minus now so this is the expansion i have i dont know what is r so if there is a term containing x to the
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,8:52,9:20,then x to the here well have some coefficient like this and that x to the can be equated to x to the power minus r i am equating the like terms on the righthand side and the lefthand side and therefore x to the m is equal to x to the n and this implies x to the m minus n is equal to
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,9:20,9:47,is if x is not so this is the result we know earlier and therefore i can write this as sorry minus r is equal to simplifying this gives me r is equal to by which is not possible because we know that r must be an integer and hence the expansion of x square minus
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,9:47,10:07,by x whole to the does not contain a term containing x to the i hope it was clear so let us move on to the next question evaluate the whole cube again here it becomes very easy to calculate this on a calculator but let me explain how this can be done using binomial
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,10:07,10:30,theorem so as i had used binomial theorem for approximation i can use it here too in this way can be written as minus this is very simple so cube will be minus the whole cube this is the hint for this question and now it becomes very simple just applying the
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,10:30,11:07,binomial theorem choose into cube into to the plus choose square into minus to the plus choose into power into minus square plus choose into power zero into minus cube so now let me simplify all of this this is very simple and i will get it as its a long number i leave the intermediate steps to you to solve it and
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,11:07,11:30,im just giving the last answer for you to verify now find the middle term in the expansion of x minus whole power six so a lot of things to keep in mind here first of all we need to find the middle term and the next one is n is even here as we had seen earlier if n is even there
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,11:30,11:54,is exactly one middle term and therefore we need to find it but what is the middle term which term is the middle term that is given by n plus by n is and therefore it is by which is therefore the fourth term in this expansion is the middle term so now we need to find even the th
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,11:54,12:23,term here so directly applying the formula let me denote the fourth term as t so t is equal to n choose r minus into a to the n minus r plus into b to the r minus so when i substitute i get t is equal to choose into x the whole cube into minus the whole cube i hope it is
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,12:23,13:01,clear because r is equal to four here and applying it appropriately gives me this expression now simplify choose gives me factorial by factorial into factorial into this is x cube into minus so after calculation this gives me minus x cube so this is the middle term in the expansion of x minus the whole power so that is it next question what is the
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,13:01,13:24,coefficient of x square yz in the expansion of x plus y plus z whole to the four so here comes the multinomial theorem so how do we apply it as i had told you we need to find the coefficient of x square yz here so we have three terms so let me write it in general the coefficient of
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,13:24,13:48,x to the n into y to the power n into z to the power n is given by n factorial by n factorial into n factorial into n factorial so this is the generalized coefficient now applying it here what do i get coefficient of x square yz is given by n is so factorial
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,13:48,14:18,by factorial into factorial into factorial which gives me on simplification as the answer the last question what is the coefficient of x square x cube x whole cube into x in the expansion of x plus x plus x plus x plus x whole to the so this is a huge term and
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,14:18,14:48,we have to apply multinomial theorem here so on the similar lines as the previous problem the coefficient of x square we dont have x here into x into x cube into x gives me n is here so we have factorial by factorial into factorial into so there was no x term and hence
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,14:48,15:12,it was x to power so i am not writing a zero factorial here im directly going to x so x is power is and therefore it has factorial into factorial into factorial i hope this was clear and on simplification this gives me factorial by factorial into factorial which is
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,15:12,15:36,okay so these were some of the problems on binomial coefficients and multinomial coefficients so far we have seen what is binomial theorem multinomial theorem the coefficients how to find a particular term here a specific rth term or a kth term how to find the middle term and we have solved several problems
31.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,15:36,15:45,so now well be moving on to the next concept in the next video if you have any doubts please post it on the discussion forum
32.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:04,0:36,look at these numbers one one one one two one one three three one one four six four one one five ten ten five one what do these numbers represent each line in this triangle represents the binomial coefficients as you can see this is called the pascals triangle and this is a
32.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:36,0:41,very pretty this is a very popular concept in mathematics let us see more of it in detail
33.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:24,so the professor has introduced pascals triangle let us now see some fun and cool facts on it so all of the numbers here in this pascals triangle represents the binomial coefficients but let me now start with the facts the second diagonal this one as you can see goes
33.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:24,0:51,on as one two three four five six and so on and this diagonal represents the natural numbers each row the first row one the second row one onethe third row one two one the fourth row one three three one and so on the sum of the numbers in each of the rows comes up to to the n so
33.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:51,1:19,one is to the plus is to the plus plus is which is square plus plus plus is which is cube plus plus plus plus is which is to the and so on as you observe it represents a power of also now is to the as you can see the numbers
33.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:19,1:48,themselves and is here to the you can see a here which is square you can see a here which is cube and so on isnt this interesting you can also see that the triangle is symmetric what i mean by symmetric if you keep a mirror on and that is on this line if you
33.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:48,2:27,keep a mirror what you have on the left hand side is same as what you have on the right hand side it is symmetric we also see that the fibonacci sequence is formed here how you have a here a here and then plus is here now plus is here plus is here so and so on
33.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:27,3:06,so the fibonacci sequence is seen like this now observe this diagonal what you see here is consider these two elements plus is which is square now these two elements is plus which is this is square plus is which is square so we got square square and square so all the numbers here on this diagonal as you can see if you take the
33.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:06,3:20,sum of consecutive numbers you get them as square numbers so this was another fact so these were some of the cool facts on the pascals triangle i hope this was interesting
34.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:22,we posed a question in the beginning of this chapter and told you that well be covering it at the end of the chapter here we present the concept of catalan numbers this concept appears in many works of computing remember this problem that we started off in the beginning of this chapter
34.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:22,0:46,in how many ways can one start from and then reach without crossing the diagonal right this is a complicated problem and it involves some different method that we have not seen so far lets see how to solve this problem now let me ask you a puzzle here if i start
34.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:46,1:15,from this point and if i have to reach this point in how many ways can i reach there what are the total number of paths that i can take from to reach what i mean here is this is one path to reach this is another path to reach so
34.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:15,1:42,the question is in how many ways can i reach if i start from think about it please try solving this problem the professor is now going to give a constrained version of the same problem let us see the problem now
4.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:00:11,00:00:33,in how many ways can our friends take their picture one is of course this way and the other way is with their positions swapped so there are precisely two ways in which they can take their picture with three people the possibilities are precisely six and that is because three times two times one is six
4.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:00:33,00:01:01,let us now see all the six possibilities you see with four people the possibilities are simply into into into which happens to be so whats the possibility for five people as you saw one person has just one possibility and two had two possibilities three was six and four was but as you can see five turns out to be
4.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:01:01,00:01:28,isnt all that big what if there were six people what if there were ten what if there were and what if there were on average as you can see they are roughly taking one second per shuffle how many seconds will it take for them to go ahead with all possible pictures
4.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:01:28,00:02:29,seconds thats right but what is there were more people so we saw that one person can take a photo in one way two people in two ways three in six ways four in ways five in ways and was a big number so was people and was so big that if you were to take a picture every second of these people it would take the age of the universe
4.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:02:29,00:03:06,yes the point we are trying to make here is that certain things can be very complicated although the first few cases looks very simple so one has to be very careful on the number of objects in a system and why are we talking about this we are talking in the sense of computing lets see how and what of it
40.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:22,0:32,no one shall expel us from the paradise which cantor has created for us david hilbert expressing the importance of georg cantors set theory in the development of mathematics our focus so far has been on counting in general counting most of the times involves counting the number of elements in a given set
40.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:32,0:57,now what is a set although most of you know the definition of the set and some foundational aspects of set theory well cover in this chapter those concepts that are interesting and important in the discrete mathematics point of view most of us have studied what one means by a set throughout our school days in fact
40.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:57,1:18,its part of several math curriculums all over the world but still for completeness sake in discrete mathematics we have to discuss about set theory so what i will do is ill very briefly touch upon some of the basic concepts that we all know but ill sort of make it selfcontained that ill not be assuming that you all know it good deal
40.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:18,1:29,ill define everything from first principals i need to solve a whole lot of problems to give us some sort of practice on how to handle a set and what is set theory all about
41.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:41,let me consider the set of all planets mercury venus and so on i write all of them and then let me consider the set of all prime ministers of india you see this is the list let me consider the set of all singledigit numbers which is up to ten of them right let me consider all days of the week comes to be monday tuesday
41.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:41,1:15,wednesday so on up to saturday sunday let me consider the months of the year jan feb march april so on up to december do you see what is in common in whatever i wrote so far they all are called sets in the language of mathematics you see certain things in math is best left undefined
41.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:15,1:42,set is one such thing but for completeness sake we may have to define what is a set and let me do it in about a sentence here a set as you can see above is a collection you collect a few objects collection of a few objects that is what you mean by a set in fact there are a whole lot of
41.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:42,2:10,paradoxes involving sets so if you start defining exactly what is a set youll run into problems but throughout our course by a set we mean a list of things a list of things and this list as you saw above that all finitely many but a set can indeed contain infinitely many entities
41.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:10,2:42,for example set of all numbers starting from so on up to infinity set of all even numbers right set of all prime numbers right and so on so you just now saw that a set can be finite or also infinite before going any further let us look at some handy notations let me consider a
41.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:42,3:10,set lets say s with elements a b c d please note a set can have anything as its elements and mostly we use capital letters to denote the set and generally we use small letters to denote the elements of the set there is no hard and fast rule but this is mostly the convention all right
41.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:10,3:45,so now as you can see a is an element of s or we can say a belongs to s theres a notation we use in math for this we say a belongs to s and this is the notation you should get used to and as you know the letter z is not here in the set so we say z does not belong to the set
41.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:45,4:10,let us consider a set of all numbers lets say set a comprises of up to there are many ways in which you can write a set this is a standard notation that im going to tell you right now where i can also write this set which i wrote just now as x such that
41.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:10,4:39,please note it will be very clear to you as you see more examples such that x is between to and x is an integer right so this is same as this but it becomes very handy for you to write something like this for example a set s comprising of all those real numbers between
41.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:39,5:02,lets say and now it is not just difficult but impossible to enumerate it like this there are times when you may want to enumerate it with a definition like this right so a set can be written this way also dont worry much with a lot of examples things will become very clear to you
42.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:33,the notation which we just saw is called the set builder notation why is it even important to study such notations you might think that why are we completing things well actually not its a pretty simple notation it will be very clear with the following examples let us take the set if we write it in the set builder notation it will be
42.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:33,1:03,nothing but x such that x is less than and x is a positive integer within the curly brackets how is it same as let us decode this this is read as set of all x the vertical line is such that x is less than and x is a positive integer so well
42.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:03,1:33,go step by step the condition says that x is a positive integer so well go from is less than yes so belongs to the set so is an element of the set next positive integer is is less than so is also an element of the set then also satisfies this condition also satisfies this condition what about
42.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:33,2:04,is a positive integer but is less than definitely not because its equal to what about the remaining elements what about what about definitely those are greater than so the set which we constructed using set builder notation is which is equal to this set this notation is very simpler than writing this one
42.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:04,2:41,well let me give you another example what if i ask you to write the set having elements to say its instead of writing this what ill do is ill write x such that x is a positive integer and x is less than or you can write x is less than or equal to both are same so now instead of writing to
42.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:41,3:10,im just writing this one liner in the curly brackets x such that x is a positive integer and x is less than now what if i ask you to write a set having elements to the left hand side looks pretty much bigger than the right hand side because right hand side is just the one liner its now the same x such that x is a positive
42.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:10,3:37,integer and x is less than or equal to thats it this comes very handy now just in these cases you might encounter a case where you cannot really enumerate elements of the set give me a set of real numbers between to there are infinitely many elements so you can write this set like this set x such that is less than or equal to
42.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:37,4:02,x less than or equal to where x belongs to the set of all real numbers you might have observe something and even might have concluded that a set is a collection of objects having some properties in common between them like in this example these are all planets these is a list of prime ministers and these are days and these are months or even here
42.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:02,4:33,but that need not be the case see if i write set r with the elements a the alphabet the number nptel new delhi yellow this is a set there isnt any common property among them elements in the set need not be connected with common properties okay lets move on consider the set b consisting of elements and this one peculiar
42.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:33,4:53,property about the set that is the order in which you write the elements of the set doesnt really matter what i mean by this is if someone gives you a set say and if some other person gives you a set say both the sets are same because in the
42.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:53,5:15,set the order in which you write it doesnt matter so you can write and then and then and then or you can start from and then write then write and then two sets are equal if they have same elements a b whenever the elements of a are same
42.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,5:15,5:47,as the elements of b so here is same as though they are not in the same order the elements in the set are all same let us see this example let me write the set as five and then this is a i have b as are a and b equal of course not because this five which is
42.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,5:47,6:09,in word is not there in b though the number is there in b so this is an element of a which is not in b a and b are not equal so even if you get one element which is not there in the other set you can tell immediately that those sets are not equal so precisely
42.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,6:09,6:45,a set means its a collection of unordered objects called elements also in the set repeated elements are counted once let us take the set this is same as because in sets repeated elements are not allowed so this is same as what about in this set two there is no repetition as you can see this two is different
42.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,6:45,7:16,from this two is different from the number so there are elements in this set the number is called as the cardinality of the set this is nothing but the size of the set so is same as so the cardinality of this set is while the cardinality of this set is so till now we have seen what is called as
42.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,7:16,7:33,set whats the element this notation the set builder notation and the equality of sets i hope till now its very clear so if something is there which you didnt understand feel free to ask in the discussion forum will be there to help and guide you
43.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:36,let us consider a set s with these elements a b c d e and f now consider another set t that has some elements from s namely a c e and f so this set t is called a subset of s the word subset is rather selfexplanatory we
43.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:36,0:51,use the notation this to denote that t is a subset of s so by subset we mean as you would have guessed a set that comprises of some elements from the set s
44.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:28,we are now going to start with a series of true or false questions let us start with the simplest possible question one can ask on empty sets you have an empty set phi which is denoted by simply open flower bracket and closed flower bracket and thats it nothing is inside now this will be
44.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:28,0:51,denoted by phi which stands for an empty set now my question happens to be this is phi an element of a set containing phi now this is obviously true why is that dont you think this resembles a belongs to a set containing a irrespective of what phi is
44.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:51,1:14,phi stands for an empty set but phi is an object and you are considering a set containing one object and that object happens to be phi irrespective of what phi denotes you should say yes this is true because phi does belong to this set containing one element phi
44.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:14,1:39,a set containing phi does it belong to the set a set containing phi and phi look at this carefully this set containing phi does indeed belong to this set because it is there as an element of this set and hence this is true here is a tricky question
44.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:39,2:02,a set a comprises off as an element and an element which happens to be a set containing now these things are all very confusing that this is it doesnt mean that if you dont get these right you dont know set theory but it is a true test of your complete understanding
44.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:02,2:25,proper understanding of set theory all right so my question would be do you think a singleton set with one element namely belongs to a is this true that belongs to a absolutely yes here is an element of a and this element is indeed belong to a so this is true
44.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:25,2:49,next im saying a singleton by singleton we mean a set comprising only one element singleton one means a set comprising only one element and that one happens to be this element one so does it is it a subset of a yes it is a subset of a why thats because if you
44.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:49,3:20,consider this element alone number and put that in a set this happens to be a subset of this set correct set a and hence this is also true fourth question empty set belongs to a set containing now this is not true why is that thats because you do not spot a phi in the set
44.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:20,3:47,right and hence this is indeed false this takes a minute to sink him many people would think but an empty set is obviously there in the set no by definition we dont consider an empty said to belong to a set in fact an empty set is a subset of any set correct why is that a set containing
44.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:47,4:13,no elements is obviously a subset of any set that you can think of by definition of subsets correct so the answer is false okay look at this question stare at this question im not going to state this question stating would be complicated from no onwards so you stare at the question and you tell me whether its a subset or not the left side which is
44.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:13,4:35,basically a set containing a set containing an empty set now thats why i said im not going to recite the question its getting complicated is it a subset of this a set containing a set containing an empty set and an empty set yes it is indeed because let me write down a set
44.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:35,5:05,containing a set containing a dont you think a subset of a set containing a set containing a and another element b thats true because you picked this element set containing a and you put that into a new set which makes it start flower bracket again start flower bracket put a and flower bracket and flower bracket this obviously is a subset of this set
44.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,5:05,5:29,so and very similar grounds the given question is indeed true a set comprising of an empty set and that within a set that is an element within a set is indeed a subset of a set containing a set containing null set and a null set so here is a bouncer question stare at the
44.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,5:29,5:57,question the element belongs to the set do you spot this element anywhere in the set no a set containing is different from the element correct so does not belong to this set so this should be false as i said this comes with little bit of wisdom theres nothing complicated about this but it demands that you give it a thought and do not
44.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,5:57,6:22,you should not jump into conclusions look at this question is empty set a subset of a set containing now if someone were to ask is empty set does empty set belong to a set containing i would say no thats not true but all that we are asking here is if an empty set is it a
44.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,6:22,6:45,subset of a set containing in fact we discussed already that empty set is indeed a subset of any possible set that you can think of in particular a set comprising of is no exception so indeed an empty set is a subset of a set containing so this happens to be true without doubt
45.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:31,consider a set as with natural numbers integers rationals and real numbers in it so what is a set the set comprises of all natural numbers as a set all integers as another set all rational numbers as yet another set and finally we have all real numbers too now what is the cardinality of this set
45.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:31,0:48,this set simply comprises of elements n is an element of course n is an infinite set in itself but then we should consider it as an element z is an another element q is another and r is the fourth one and hence the cardinality of s happens to be
45.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:48,1:10,here now lets look at this question a set comprising of a and another set a and a set b close the set and close the set how many element does the set contain so this entire thing should be treated as one element a set containing a and a set
45.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:10,1:35,containing b inside the set all this things put together is a set and a is another element a is an element and this stuff is another element and hence the cardinality should be  okay look at this set of all those numbers such that x is an integer and x square is
